2335, findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=14.0 to DejaVu Sans (u'/home/bryan/.local/lib/python2.7/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000
2810,  0x8659a0b7, -73,  10761, 0.538, 10.109
2863,  0x8659a0b7, -73,  10762, 0.599, 10.109
2913,  0x8659a0b7, -73,  10763, 0.660, 10.111
2963,  0x8659a0b7, -74,  10764, 0.721, 10.109
3014,  0x8659a0b7, -74,  10765, 0.782, 10.111
3067,  0x8659a0b7, -74,  10766, 0.843, 10.111
3114,  0x8659a0b7, -74,  10767, 0.904, 10.108
3162,  0x8659a0b7, -74,  10768, 0.965, 10.108
3211,  0x8659a0b7, -74,  10769, 1.026, 10.108
3260,  0x8659a0b7, -73,  10770, 1.087, 10.108
3308,  0x8659a0b7, -73,  10771, 1.148, 10.109
3358,  0x8659a0b7, -80,  10772, 1.209, 10.108
3408,  0x8659a0b7, -72,  10773, 1.270, 10.108
3459,  0x8659a0b7, -72,  10774, 1.331, 10.108
3510,  0x8659a0b7, -72,  10775, 1.392, 10.105
3563,  0x8659a0b7, -73,  10776, 1.453, 10.105
3615,  0x8659a0b7, -72,  10777, 1.514, 10.103
3666,  0x8659a0b7, -71,  10778, 1.575, 10.103
3719,  0x8659a0b7, -70,  10779, 1.636, 10.106
3773,  0x8659a0b7, -71,  10780, 1.697, 10.108
3826,  0x8659a0b7, -84,  10781, 1.758, 10.127
3877,  0x8659a0b7, -72,  10782, 1.819, 10.194
3930,  0x8659a0b7, -75,  10783, 1.880, 10.234
3982,  0x8659a0b7, -77,  10784, 1.941, 10.284
4035,  0x8659a0b7, -79,  10785, 2.002, 10.464
4089,  0x8659a0b7, -74,  10786, 2.063, 10.761
4137,  0x8659a0b7, -70,  10787, 2.124, 11.062
4184,  0x8659a0b7, -70,  10788, 2.185, 11.155
4232,  0x8659a0b7, -73,  10789, 2.246, 11.017
