2338, findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=14.0 to DejaVu Sans (u'/home/bryan/.local/lib/python2.7/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000
2817,  0x8659a0b7, -69,  366, 0.540, 10.202
2870,  0x8659a0b7, -70,  367, 0.601, 10.286
2928,  0x8659a0b7, -70,  368, 0.662, 10.303
2981,  0x8659a0b7, -74,  369, 0.723, 10.283
3034,  0x8659a0b7, -76,  370, 0.784, 10.248
3089,  0x8659a0b7, -74,  371, 0.845, 10.230
3137,  0x8659a0b7, -72,  372, 0.906, 10.222
3186,  0x8659a0b7, -70,  373, 0.967, 10.214
3239,  0x8659a0b7, -71,  374, 1.028, 10.213
3290,  0x8659a0b7, -74,  375, 1.089, 10.208
3339,  0x8659a0b7, -74,  376, 1.150, 10.202
3390,  0x8659a0b7, -74,  377, 1.211, 10.205
3440,  0x8659a0b7, -73,  378, 1.272, 10.191
3493,  0x8659a0b7, -75,  379, 1.333, 10.186
3546,  0x8659a0b7, -74,  380, 1.394, 10.189
3599,  0x8659a0b7, -78,  381, 1.455, 10.195
3651,  0x8659a0b7, -78,  382, 1.516, 10.200
3704,  0x8659a0b7, -78,  383, 1.577, 10.200
3757,  0x8659a0b7, -80,  384, 1.638, 10.203
3811,  0x8659a0b7, -81,  385, 1.699, 10.205
3863,  0x8659a0b7, -80,  386, 1.760, 10.205
3918,  0x8659a0b7, -78,  387, 1.821, 10.202
3971,  0x8659a0b7, -76,  388, 1.882, 10.202
4023,  0x8659a0b7, -75,  389, 1.943, 10.208
4076,  0x8659a0b7, -75,  390, 2.004, 10.209
4130,  0x8659a0b7, -76,  391, 2.065, 10.208
4178,  0x8659a0b7, -76,  392, 2.126, 10.211
4227,  0x8659a0b7, -78,  393, 2.187, 10.213
4275,  0x8659a0b7, -80,  394, 2.248, 10.219
4322,  0x8659a0b7, -83,  395, 2.309, 10.223
4369,  0x8659a0b7, -84,  396, 2.370, 10.227
4417,  0x8659a0b7, -84,  397, 2.431, 10.227
4466,  0x8659a0b7, -82,  398, 2.492, 10.225
4515,  0x8659a0b7, -81,  399, 2.553, 10.223
4564,  0x8659a0b7, -80,  400, 2.614, 10.225
4614,  0x8659a0b7, -80,  401, 2.675, 10.227
4665,  0x8659a0b7, -78,  402, 2.736, 10.225
4716,  0x8659a0b7, -76,  403, 2.797, 10.227
4768,  0x8659a0b7, -75,  404, 2.858, 10.227
4819,  0x8659a0b7, -75,  405, 2.919, 10.227
4870,  0x8659a0b7, -74,  406, 2.980, 10.230
4920,  0x8659a0b7, -74,  407, 3.041, 10.228
4971,  0x8659a0b7, -74,  408, 3.102, 10.230
5023,  0x8659a0b7, -74,  409, 3.163, 10.230
5073,  0x8659a0b7, -74,  410, 3.224, 10.228
5129,  0x8659a0b7, -74,  411, 3.285, 10.231
5180,  0x8659a0b7, -75,  412, 3.346, 10.230
5232,  0x8659a0b7, -76,  413, 3.407, 10.230
5282,  0x8659a0b7, -76,  414, 3.468, 10.225
5335,  0x8659a0b7, -76,  415, 3.529, 10.230
5388,  0x8659a0b7, -78,  416, 3.590, 10.230
5440,  0x8659a0b7, -79,  417, 3.651, 10.230
5492,  0x8659a0b7, -78,  418, 3.712, 10.233
5544,  0x8659a0b7, -77,  419, 3.773, 10.231
5599,  0x8659a0b7, -76,  420, 3.834, 10.230
5653,  0x8659a0b7, -77,  421, 3.895, 10.228
5706,  0x8659a0b7, -77,  422, 3.956, 10.230
5761,  0x8659a0b7, -78,  423, 4.017, 10.230
5813,  0x8659a0b7, -77,  424, 4.078, 10.228
5866,  0x8659a0b7, -76,  425, 4.139, 10.227
5916,  0x8659a0b7, -76,  426, 4.200, 10.227
5964,  0x8659a0b7, -76,  427, 4.261, 10.228
6025,  0x8659a0b7, -77,  428, 4.322, 10.227
6073,  0x8659a0b7, -77,  429, 4.383, 10.230
6119,  0x8659a0b7, -78,  430, 4.444, 10.227
6167,  0x8659a0b7, -77,  431, 4.505, 10.228
6215,  0x8659a0b7, -78,  432, 4.566, 10.227
6262,  0x8659a0b7, -78,  433, 4.627, 10.231
6310,  0x8659a0b7, -78,  434, 4.688, 10.231
6357,  0x8659a0b7, -78,  435, 4.749, 10.231
6403,  0x8659a0b7, -77,  436, 4.810, 10.230
6452,  0x8659a0b7, -76,  437, 4.871, 10.233
6500,  0x8659a0b7, -76,  438, 4.932, 10.230
6564,  0x8659a0b7, -76,  439, 4.993, 10.230
6613,  0x8659a0b7, -75,  440, 5.054, 10.230
6676,  0x8659a0b7, -75,  441, 5.115, 10.236
6740,  0x8659a0b7, -75,  442, 5.176, 10.233
6804,  0x8659a0b7, -75,  443, 5.237, 10.231
6868,  0x8659a0b7, -75,  444, 5.298, 10.231
6932,  0x8659a0b7, -74,  445, 5.359, 10.233
6983,  0x8659a0b7, -76,  446, 5.420, 10.231
7045,  0x8659a0b7, -76,  447, 5.481, 10.238
7109,  0x8659a0b7, -75,  448, 5.542, 10.244
7173,  0x8659a0b7, -75,  449, 5.603, 10.259
7237,  0x8659a0b7, -76,  450, 5.664, 10.286
7286,  0x8659a0b7, -73,  451, 5.725, 10.331
7349,  0x8659a0b7, -77,  452, 5.786, 10.370
7413,  0x8659a0b7, -78,  453, 5.847, 10.403
7477,  0x8659a0b7, -78,  454, 5.908, 10.433
7541,  0x8659a0b7, -78,  455, 5.969, 10.463
7592,  0x8659a0b7, -78,  456, 6.030, 10.498
7653,  0x8659a0b7, -78,  457, 6.091, 10.556
7717,  0x8659a0b7, -80,  458, 6.152, 10.614
7781,  0x8659a0b7, -81,  459, 6.213, 10.675
7845,  0x8659a0b7, -84,  460, 6.274, 10.736
7897,  0x8659a0b7, -80,  461, 6.335, 10.806
7957,  0x8659a0b7, -76,  462, 6.396, 10.866
8021,  0x8659a0b7, -76,  463, 6.457, 10.925
8085,  0x8659a0b7, -75,  464, 6.518, 10.994
8149,  0x8659a0b7, -77,  465, 6.579, 11.042
8213,  0x8659a0b7, -76,  466, 6.640, 11.084
8262,  0x8659a0b7, -76,  467, 6.701, 11.106
8326,  0x8659a0b7, -76,  468, 6.762, 11.108
8390,  0x8659a0b7, -76,  469, 6.823, 11.128
8454,  0x8659a0b7, -77,  470, 6.884, 11.180
8517,  0x8659a0b7, -77,  471, 6.945, 11.206
8568,  0x8659a0b7, -77,  472, 7.006, 11.206
8630,  0x8659a0b7, -78,  473, 7.067, 11.214
8694,  0x8659a0b7, -80,  474, 7.128, 11.227
8758,  0x8659a0b7, -83,  475, 7.189, 11.245
8822,  0x8659a0b7, -85,  476, 7.250, 11.255
8873,  0x8659a0b7, -84,  477, 7.311, 11.269
8934,  0x8659a0b7, -82,  478, 7.372, 11.281
8998,  0x8659a0b7, -80,  479, 7.433, 11.298
9062,  0x8659a0b7, -78,  480, 7.494, 11.319
9126,  0x8659a0b7, -77,  481, 7.555, 11.334
9180,  0x8659a0b7, -77,  482, 7.616, 11.348
9238,  0x8659a0b7, -78,  483, 7.677, 11.361
9302,  0x8659a0b7, -78,  484, 7.738, 11.367
9366,  0x8659a0b7, -78,  485, 7.799, 11.369
9430,  0x8659a0b7, -78,  486, 7.860, 11.378
9494,  0x8659a0b7, -79,  487, 7.921, 11.388
9547,  0x8659a0b7, -79,  488, 7.982, 11.395
9607,  0x8659a0b7, -80,  489, 8.043, 11.395
9671,  0x8659a0b7, -79,  490, 8.104, 11.395
9735,  0x8659a0b7, -80,  491, 8.165, 11.392
9798,  0x8659a0b7, -79,  492, 8.226, 11.397
9852,  0x8659a0b7, -80,  493, 8.287, 11.408
9918,  0x8659a0b7, -80,  494, 8.348, 11.414
9975,  0x8659a0b7, -75,  495, 8.409, 11.414
10039,  0x8659a0b7, -82,  496, 8.470, 11.406
10103,  0x8659a0b7, -81,  497, 8.531, 11.411
10153,  0x8659a0b7, -81,  498, 8.592, 11.414
10215,  0x8659a0b7, -81,  499, 8.653, 11.416
10279,  0x8659a0b7, -81,  500, 8.714, 11.413
10343,  0x8659a0b7, -81,  501, 8.775, 11.417
10407,  0x8659a0b7, -80,  502, 8.836, 11.414
10471,  0x8659a0b7, -81,  503, 8.897, 11.414
10522,  0x8659a0b7, -81,  504, 8.958, 11.419
10583,  0x8659a0b7, -80,  505, 9.019, 11.417
10647,  0x8659a0b7, -80,  506, 9.080, 11.419
10711,  0x8659a0b7, -80,  507, 9.141, 11.423
10775,  0x8659a0b7, -81,  508, 9.202, 11.423
10827,  0x8659a0b7, -82,  509, 9.263, 11.423
10887,  0x8659a0b7, -82,  510, 9.324, 11.428
10951,  0x8659a0b7, -83,  511, 9.385, 11.430
11015,  0x8659a0b7, -83,  512, 9.446, 11.434
11079,  0x8659a0b7, -85,  513, 9.507, 11.438
11132,  0x8659a0b7, -86,  514, 9.568, 11.436
11192,  0x8659a0b7, -86,  515, 9.629, 11.439
11256,  0x8659a0b7, -86,  516, 9.690, 11.444
11320,  0x8659a0b7, -86,  517, 9.751, 11.444
11384,  0x8659a0b7, -86,  518, 9.812, 11.444
11435,  0x8659a0b7, -86,  519, 9.873, 11.445
11496,  0x8659a0b7, -84,  520, 9.934, 11.445
11560,  0x8659a0b7, -84,  521, 9.995, 11.447
11624,  0x8659a0b7, -84,  522, 10.056, 11.447
11688,  0x8659a0b7, -84,  523, 10.117, 11.450
11752,  0x8659a0b7, -84,  524, 10.178, 11.450
11804,  0x8659a0b7, -84,  525, 10.239, 11.450
11864,  0x8659a0b7, -84,  526, 10.300, 11.448
11928,  0x8659a0b7, -85,  527, 10.361, 11.450
