2331, findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=14.0 to DejaVu Sans (u'/home/bryan/.local/lib/python2.7/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000
2803,  0x8659a0b7, -84,  8596, 0.524, 10.134
2855,  0x8659a0b7, -83,  8597, 0.585, 10.134
2905,  0x8659a0b7, -82,  8598, 0.646, 10.134
2954,  0x8659a0b7, -82,  8599, 0.707, 10.134
3005,  0x8659a0b7, -81,  8600, 0.768, 10.133
3060,  0x8659a0b7, -82,  8601, 0.829, 10.133
3107,  0x8659a0b7, -82,  8602, 0.890, 10.134
3154,  0x8659a0b7, -85,  8603, 0.951, 10.136
3202,  0x8659a0b7, -86,  8604, 1.012, 10.138
3250,  0x8659a0b7, -84,  8605, 1.073, 10.139
3298,  0x8659a0b7, -83,  8606, 1.134, 10.134
3346,  0x8659a0b7, -82,  8607, 1.195, 10.134
3395,  0x8659a0b7, -81,  8608, 1.256, 10.134
3446,  0x8659a0b7, -85,  8609, 1.317, 10.134
3495,  0x8659a0b7, -82,  8610, 1.378, 10.133
3546,  0x8659a0b7, -82,  8611, 1.439, 10.133
3597,  0x8659a0b7, -83,  8612, 1.500, 10.127
3647,  0x8659a0b7, -86,  8613, 1.561, 10.128
3700,  0x8659a0b7, -86,  8614, 1.622, 10.127
3753,  0x8659a0b7, -87,  8615, 1.683, 10.128
3807,  0x8659a0b7, -76,  8616, 1.744, 10.128
3858,  0x8659a0b7, -75,  8617, 1.805, 10.127
3910,  0x8659a0b7, -91,  8618, 1.866, 10.128
3964,  0x8659a0b7, -90,  8619, 1.927, 10.125
4018,  0x8659a0b7, -74,  8620, 1.988, 10.122
4072,  0x8659a0b7, -74,  8621, 2.049, 10.122
4121,  0x8659a0b7, -88,  8622, 2.110, 10.120
4168,  0x8659a0b7, -88,  8623, 2.171, 10.119
4214,  0x8659a0b7, -86,  8624, 2.232, 10.116
4261,  0x8659a0b7, -86,  8625, 2.293, 10.114
4308,  0x8659a0b7, -87,  8626, 2.354, 10.117
4356,  0x8659a0b7, -87,  8627, 2.415, 10.125
4404,  0x8659a0b7, -87,  8628, 2.476, 10.128
4452,  0x8659a0b7, -88,  8629, 2.537, 10.130
4501,  0x8659a0b7, -76,  8630, 2.598, 10.133
4549,  0x8659a0b7, -87,  8631, 2.659, 10.134
4598,  0x8659a0b7, -87,  8632, 2.720, 10.147
4646,  0x8659a0b7, -87,  8633, 2.781, 10.152
4695,  0x8659a0b7, -87,  8634, 2.842, 10.152
4743,  0x8659a0b7, -86,  8635, 2.903, 10.145
4794,  0x8659a0b7, -86,  8636, 2.964, 10.144
4847,  0x8659a0b7, -76,  8637, 3.025, 10.133
4898,  0x8659a0b7, -86,  8638, 3.086, 10.120
4952,  0x8659a0b7, -85,  8639, 3.147, 10.106
5002,  0x8659a0b7, -84,  8640, 3.208, 10.098
5052,  0x8659a0b7, -83,  8641, 3.269, 10.098
5102,  0x8659a0b7, -82,  8642, 3.330, 10.098
5152,  0x8659a0b7, -83,  8643, 3.391, 10.097
5204,  0x8659a0b7, -84,  8644, 3.452, 10.098
5265,  0x8659a0b7, -86,  8645, 3.513, 10.097
5317,  0x8659a0b7, -87,  8646, 3.574, 10.100
5368,  0x8659a0b7, -80,  8647, 3.635, 10.108
5420,  0x8659a0b7, -88,  8648, 3.696, 10.116
5473,  0x8659a0b7, -86,  8649, 3.757, 10.117
5525,  0x8659a0b7, -84,  8650, 3.818, 10.113
5583,  0x8659a0b7, -83,  8651, 3.879, 10.109
5635,  0x8659a0b7, -82,  8652, 3.940, 10.108
5688,  0x8659a0b7, -83,  8653, 4.001, 10.111
5741,  0x8659a0b7, -83,  8654, 4.062, 10.120
5794,  0x8659a0b7, -85,  8655, 4.123, 10.141
5843,  0x8659a0b7, -85,  8656, 4.184, 10.166
5891,  0x8659a0b7, -85,  8657, 4.245, 10.194
5951,  0x8659a0b7, -86,  8658, 4.306, 10.209
5997,  0x8659a0b7, -86,  8659, 4.367, 10.223
6043,  0x8659a0b7, -84,  8660, 4.428, 10.227
6091,  0x8659a0b7, -84,  8661, 4.489, 10.230
6137,  0x8659a0b7, -84,  8662, 4.550, 10.225
6185,  0x8659a0b7, -82,  8663, 4.611, 10.213
6242,  0x8659a0b7, -82,  8664, 4.672, 10.191
6290,  0x8659a0b7, -82,  8665, 4.733, 10.184
6354,  0x8659a0b7, -82,  8666, 4.794, 10.183
6418,  0x8659a0b7, -82,  8667, 4.855, 10.180
6482,  0x8659a0b7, -81,  8668, 4.916, 10.178
6546,  0x8659a0b7, -82,  8669, 4.977, 10.211
6597,  0x8659a0b7, -86,  8670, 5.038, 10.288
6658,  0x8659a0b7, -91,  8671, 5.099, 10.442
6723,  0x8659a0b7, -88,  8672, 5.160, 10.697
6787,  0x8659a0b7, -83,  8673, 5.221, 10.833
6851,  0x8659a0b7, -82,  8674, 5.282, 10.870
6914,  0x8659a0b7, -91,  8675, 5.343, 10.859
6963,  0x8659a0b7, -89,  8676, 5.404, 10.839
7027,  0x8659a0b7, -91,  8677, 5.465, 10.811
7091,  0x8659a0b7, -91,  8678, 5.526, 10.795
7155,  0x8659a0b7, -91,  8679, 5.587, 10.786
7219,  0x8659a0b7, -91,  8680, 5.648, 10.777
7268,  0x8659a0b7, -85,  8681, 5.709, 10.769
7331,  0x8659a0b7, -91,  8682, 5.770, 10.763
7395,  0x8659a0b7, -91,  8683, 5.831, 10.750
7459,  0x8659a0b7, -91,  8684, 5.892, 10.734
7523,  0x8659a0b7, -91,  8685, 5.953, 10.734
7573,  0x8659a0b7, -91,  8686, 6.014, 10.725
7635,  0x8659a0b7, -88,  8687, 6.075, 10.700
7699,  0x8659a0b7, -90,  8688, 6.136, 10.673
7763,  0x8659a0b7, -91,  8689, 6.197, 10.652
7827,  0x8659a0b7, -91,  8690, 6.258, 10.630
7891,  0x8659a0b7, -91,  8691, 6.319, 10.606
7942,  0x8659a0b7, -91,  8692, 6.380, 10.584
8003,  0x8659a0b7, -81,  8693, 6.441, 10.569
8067,  0x8659a0b7, -86,  8694, 6.502, 10.556
8131,  0x8659a0b7, -87,  8695, 6.563, 10.536
8195,  0x8659a0b7, -85,  8696, 6.624, 10.519
8248,  0x8659a0b7, -82,  8697, 6.685, 10.491
8308,  0x8659a0b7, -80,  8698, 6.746, 10.466
8372,  0x8659a0b7, -81,  8699, 6.807, 10.444
8436,  0x8659a0b7, -84,  8700, 6.868, 10.423
8500,  0x8659a0b7, -83,  8701, 6.929, 10.439
8553,  0x8659a0b7, -82,  8702, 6.990, 10.531
8612,  0x8659a0b7, -91,  8703, 7.051, 10.784
8676,  0x8659a0b7, -87,  8704, 7.112, 11.050
8740,  0x8659a0b7, -87,  8705, 7.173, 11.281
8804,  0x8659a0b7, -80,  8706, 7.234, 11.619
8857,  0x8659a0b7, -91,  8707, 7.295, 13.527
8916,  0x8659a0b7, -91,  8708, 7.356, 12.094
8980,  0x8659a0b7, -91,  8709, 7.417, 12.228
9044,  0x8659a0b7, -86,  8710, 7.478, 12.213
9108,  0x8659a0b7, -84,  8711, 7.539, 12.127
9172,  0x8659a0b7, -84,  8712, 7.600, 12.027
9224,  0x8659a0b7, -88,  8713, 7.661, 12.014
9284,  0x8659a0b7, -86,  8714, 7.722, 11.973
9348,  0x8659a0b7, -83,  8715, 7.783, 12.009
9412,  0x8659a0b7, -80,  8716, 7.844, 11.942
9476,  0x8659a0b7, -90,  8717, 7.905, 11.855
9532,  0x8659a0b7, -84,  8718, 7.966, 11.698
9589,  0x8659a0b7, -82,  8719, 8.027, 11.498
9653,  0x8659a0b7, -81,  8720, 8.088, 9.673
9717,  0x8659a0b7, -84,  8721, 8.149, 11.047
9780,  0x8659a0b7, -78,  8722, 8.210, 10.873
